11:00:29 [SESSION] logging to C:\Users\user\Documents\avigilon-ptz-dashboard\backend\logs\session-20260714-110029-7096.log
11:05:18 [DETECT] inference took 0.34s
11:05:19 [DETECT] inference took 0.31s
11:05:20 [DETECT] inference took 0.30s
11:05:21 [DETECT] inference took 0.30s
11:05:22 [DETECT] inference took 0.34s
11:05:23 [DETECT] inference took 0.31s
11:05:24 [DETECT] inference took 0.31s
11:05:25 [DETECT] inference took 0.23s
11:05:26 [DETECT] inference took 0.23s
11:05:27 [DETECT] inference took 0.23s
11:05:28 [DETECT] inference took 0.23s
11:05:29 [DETECT] inference took 0.28s
11:05:30 [DETECT] inference took 0.33s
11:05:31 [DETECT] inference took 0.31s
11:05:32 [DETECT] inference took 0.33s
11:05:33 [DETECT] inference took 0.33s
11:05:34 [DETECT] inference took 0.33s
11:05:35 [DETECT] inference took 0.33s
11:05:36 [DETECT] inference took 0.34s
11:05:37 [DETECT] inference took 0.31s
11:05:38 [DETECT] inference took 0.31s
11:05:39 [DETECT] inference took 0.31s
11:05:40 [DETECT] inference took 0.34s
11:05:41 [DETECT] inference took 0.33s
11:05:42 [DETECT] inference took 0.33s
11:05:43 [DETECT] inference took 0.33s
11:05:44 [DETECT] inference took 0.38s
11:05:45 [DETECT] inference took 0.33s
11:05:46 [DETECT] inference took 0.34s
11:05:47 [DETECT] inference took 0.39s
11:05:48 [DETECT] inference took 0.41s
11:05:49 [DETECT] inference took 0.36s
11:05:50 [DETECT] inference took 0.34s
11:05:51 [DETECT] inference took 0.36s
11:05:52 [DETECT] inference took 0.31s
11:05:53 [DETECT] inference took 0.33s
11:05:54 [DETECT] inference took 0.39s
11:05:55 [DETECT] inference took 0.38s
11:05:55 [DETECT] inference took 0.36s
11:05:56 [DETECT] inference took 0.36s
11:05:56 [DETECT] inference took 0.36s
11:05:57 [DETECT] inference took 0.34s
11:05:58 [DETECT] inference took 0.34s
11:05:59 [DETECT] inference took 0.33s
11:06:00 [DETECT] inference took 0.33s
11:06:00 [DETECT] inference took 0.36s
11:06:01 [DETECT] inference took 0.38s
11:06:02 [DETECT] inference took 0.36s
11:06:03 [DETECT] inference took 0.36s
11:06:04 [DETECT] inference took 0.38s
11:06:05 [DETECT] inference took 0.39s
11:06:06 [DETECT] inference took 0.38s
11:06:07 [DETECT] inference took 0.34s
11:06:08 [DETECT] inference took 0.36s
11:06:09 [DETECT] inference took 0.31s
11:06:10 [DETECT] inference took 0.39s
11:06:11 [DETECT] inference took 0.36s
11:06:12 [DETECT] inference took 0.36s
11:06:13 [DETECT] inference took 0.36s
11:06:14 [DETECT] inference took 0.36s
11:06:15 [DETECT] inference took 0.34s
11:06:16 [DETECT] inference took 0.34s
11:06:17 [DETECT] inference took 0.34s
11:06:17 [DETECT] inference took 0.36s
11:06:18 [DETECT] inference took 0.33s
11:06:18 [DETECT] inference took 0.38s
11:06:19 [DETECT] inference took 0.23s
11:06:20 [DETECT] inference took 0.23s
11:06:21 [DETECT] inference took 0.22s
11:06:22 [DETECT] inference took 0.33s
11:06:23 [DETECT] inference took 0.23s
11:06:24 [DETECT] inference took 0.25s
11:06:25 [DETECT] inference took 0.22s
11:06:26 [DETECT] inference took 0.20s
11:06:27 [DETECT] inference took 0.23s
11:06:28 [DETECT] inference took 0.48s
11:06:28 [DETECT] inference took 0.25s
11:06:29 [DETECT] inference took 0.23s
11:06:29 [DETECT] inference took 0.23s
11:06:30 [DETECT] inference took 0.22s
11:06:30 [DETECT] inference took 0.30s
11:06:31 [DETECT] inference took 0.33s
11:06:31 [DETECT] inference took 0.27s
11:06:32 [DETECT] inference took 0.20s
11:06:32 [DETECT] inference took 0.25s
11:06:33 [DETECT] inference took 0.22s
11:06:33 [DETECT] inference took 0.25s
11:06:34 [DETECT] inference took 0.22s
11:06:34 [DETECT] inference took 0.23s
11:06:35 [DETECT] inference took 0.25s
11:06:35 [DETECT] inference took 0.27s
11:06:36 [DETECT] inference took 0.31s
11:06:36 [DETECT] inference took 0.27s
11:06:37 [DETECT] inference took 0.25s
11:06:37 [DETECT] inference took 0.25s
11:06:38 [DETECT] inference took 0.52s
11:06:38 [DETECT] inference took 0.27s
11:06:39 [DETECT] inference took 0.25s
11:06:39 [DETECT] inference took 0.25s
11:06:40 [DETECT] inference took 0.23s
11:06:40 [DETECT] inference took 0.34s
11:06:41 [DETECT] inference took 0.70s
11:06:42 [DETECT] inference took 0.34s
11:06:42 [DETECT] inference took 0.28s
11:06:42 [DETECT] inference took 0.38s
11:06:44 [DETECT] inference took 1.34s
11:06:46 [DETECT] inference took 1.86s
11:06:54 [DETECT] inference took 7.98s
11:07:00 [DETECT] inference took 6.28s
11:07:01 [DETECT] inference took 1.05s
11:07:01 [DETECT] inference took 0.31s
11:07:02 [DETECT] inference took 0.27s
11:07:03 [DETECT] inference took 0.30s
11:07:04 [DETECT] inference took 0.20s
11:07:05 [DETECT] inference took 0.23s
11:07:05 [DETECT] inference took 0.20s
11:07:06 [DETECT] inference took 0.27s
11:07:06 [DETECT] inference took 0.20s
11:07:07 [DETECT] inference took 0.23s
11:07:07 [DETECT] inference took 0.20s
11:07:08 [DETECT] inference took 0.23s
11:07:08 [DETECT] inference took 0.22s
11:07:09 [DETECT] inference took 0.23s
11:07:09 [DETECT] inference took 0.20s
11:07:10 [DETECT] inference took 0.20s
11:07:11 [DETECT] inference took 0.20s
11:07:12 [DETECT] inference took 0.25s
11:07:13 [DETECT] inference took 0.20s
11:07:14 [DETECT] inference took 0.25s
11:07:14 [DETECT] inference took 0.28s
11:07:15 [DETECT] inference took 0.25s
11:07:15 [DETECT] inference took 0.25s
11:07:16 [DETECT] inference took 0.22s
11:07:16 [DETECT] inference took 0.20s
11:07:17 [DETECT] inference took 0.25s
11:07:17 [DETECT] inference took 0.20s
11:07:18 [DETECT] inference took 0.22s
11:07:18 [DETECT] inference took 0.20s
11:07:19 [DETECT] inference took 0.23s
11:07:19 [DETECT] inference took 0.25s
11:07:20 [DETECT] inference took 0.33s
11:07:20 [DETECT] inference took 0.27s
11:07:21 [DETECT] inference took 0.33s
11:07:21 [DETECT] inference took 0.30s
11:07:22 [DETECT] inference took 0.30s
11:07:22 [DETECT] inference took 0.27s
11:07:23 [DETECT] inference took 0.33s
11:07:23 [DETECT] inference took 0.27s
11:07:24 [DETECT] inference took 0.30s
11:07:24 [DETECT] inference took 0.28s
11:07:25 [DETECT] inference took 0.30s
11:07:25 [DETECT] inference took 0.27s
11:07:26 [DETECT] inference took 0.31s
11:07:26 [DETECT] inference took 0.27s
11:07:27 [DETECT] inference took 0.47s
11:07:27 [DETECT] inference took 0.30s
11:07:28 [DETECT] inference took 0.33s
11:07:28 [DETECT] inference took 0.30s
11:07:29 [DETECT] inference took 0.34s
11:07:29 [DETECT] inference took 0.28s
11:07:30 [DETECT] inference took 0.31s
11:07:30 [DETECT] inference took 0.28s
11:07:31 [DETECT] inference took 0.31s
11:07:31 [DETECT] inference took 0.27s
11:07:32 [DETECT] inference took 0.25s
11:07:32 [DETECT] inference took 0.20s
11:07:33 [DETECT] inference took 0.25s
11:07:33 [DETECT] inference took 0.22s
11:07:34 [DETECT] inference took 0.23s
11:07:34 [DETECT] inference took 0.20s
11:07:35 [DETECT] inference took 0.27s
11:07:36 [DETECT] inference took 0.48s
11:07:36 [DETECT] inference took 0.27s
11:07:37 [DETECT] inference took 0.31s
11:07:37 [DETECT] inference took 0.27s
11:07:38 [DETECT] inference took 0.31s
11:07:38 [DETECT] inference took 0.30s
11:07:40 [DETECT] inference took 0.47s
11:07:40 [DETECT] inference took 0.28s
11:07:41 [DETECT] inference took 0.33s
11:07:41 [DETECT] inference took 0.28s
11:07:42 [DETECT] inference took 0.34s
11:07:43 [DETECT] inference took 0.39s
11:07:43 [DETECT] inference took 0.33s
11:07:43 [DETECT] inference took 0.27s
11:07:44 [DETECT] inference took 0.31s
11:07:44 [DETECT] inference took 0.28s
11:07:45 [DETECT] inference took 0.33s
11:07:45 [DETECT] inference took 0.28s
11:07:46 [DETECT] inference took 0.30s
11:07:46 [DETECT] inference took 0.28s
11:07:47 [DETECT] inference took 0.31s
11:07:47 [DETECT] inference took 0.27s
11:07:48 [DETECT] inference took 0.30s
11:07:48 [DETECT] inference took 0.27s
11:07:49 [DETECT] inference took 0.31s
11:07:49 [DETECT] inference took 0.30s
11:07:50 [DETECT] inference took 0.34s
11:07:50 [DETECT] inference took 0.30s
11:07:51 [DETECT] inference took 0.31s
11:07:51 [DETECT] inference took 0.28s
11:07:52 [DETECT] inference took 0.33s
11:07:52 [DETECT] inference took 0.28s
11:07:53 [DETECT] inference took 0.30s
11:07:53 [DETECT] inference took 0.22s
11:07:54 [DETECT] inference took 0.25s
11:07:54 [DETECT] inference took 0.22s
11:07:55 [DETECT] inference took 0.25s
11:07:55 [DETECT] inference took 0.20s
11:07:56 [DETECT] inference took 0.27s
11:07:56 [DETECT] inference took 0.22s
11:07:57 [DETECT] inference took 0.42s
11:07:57 [DETECT] inference took 0.27s
11:07:58 [DETECT] inference took 0.25s
11:07:58 [DETECT] inference took 0.20s
11:07:59 [DETECT] inference took 0.23s
11:07:59 [DETECT] inference took 0.31s
11:08:00 [DETECT] inference took 0.33s
11:08:00 [DETECT] inference took 0.20s
11:08:01 [DETECT] inference took 0.25s
11:08:01 [DETECT] inference took 0.28s
11:08:02 [DETECT] inference took 0.34s
11:08:02 [DETECT] inference took 0.30s
11:08:03 [DETECT] inference took 0.30s
11:08:03 [DETECT] inference took 0.27s
11:08:04 [DETECT] inference took 0.31s
11:08:04 [DETECT] inference took 0.30s
11:08:06 [DETECT] inference took 0.33s
11:08:06 [DETECT] inference took 0.31s
11:08:06 [DETECT] inference took 0.30s
11:08:07 [DETECT] inference took 0.33s
11:08:07 [DETECT] inference took 0.28s
11:08:08 [DETECT] inference took 0.31s
11:08:08 [DETECT] inference took 0.27s
11:08:09 [DETECT] inference took 0.31s
11:08:09 [DETECT] inference took 0.28s
11:08:10 [DETECT] inference took 0.33s
11:08:10 [DETECT] inference took 0.28s
11:08:11 [DETECT] inference took 0.33s
11:08:11 [DETECT] inference took 0.30s
11:08:12 [DETECT] inference took 0.44s
11:08:13 [DETECT] inference took 0.45s
11:08:13 [DETECT] inference took 0.50s
11:08:14 [DETECT] inference took 0.44s
11:08:14 [DETECT] inference took 0.50s
11:08:15 [DETECT] inference took 0.33s
11:08:15 [DETECT] inference took 0.34s
11:08:15 [DETECT] inference took 0.28s
11:08:16 [DETECT] inference took 0.31s
11:08:16 [DETECT] inference took 0.28s
11:08:17 [DETECT] inference took 0.30s
11:08:17 [DETECT] inference took 0.20s
11:08:18 [DETECT] inference took 0.23s
11:08:18 [DETECT] inference took 0.20s
11:08:19 [DETECT] inference took 0.25s
11:08:19 [DETECT] inference took 0.20s
11:08:20 [DETECT] inference took 0.27s
11:08:20 [DETECT] inference took 0.20s
11:08:21 [DETECT] inference took 0.25s
11:08:21 [DETECT] inference took 0.23s
11:08:22 [DETECT] inference took 0.23s
11:08:22 [DETECT] inference took 0.22s
11:08:23 [DETECT] inference took 0.23s
11:08:23 [DETECT] inference took 0.22s
11:08:24 [DETECT] inference took 0.25s
11:08:24 [DETECT] inference took 0.22s
11:08:25 [DETECT] inference took 0.25s
11:08:25 [DETECT] inference took 0.27s
11:08:26 [DETECT] inference took 0.27s
11:08:26 [DETECT] inference took 0.27s
11:08:27 [DETECT] inference took 0.22s
11:08:27 [DETECT] inference took 0.20s
11:08:28 [DETECT] inference took 0.22s
11:08:28 [DETECT] inference took 0.20s
11:08:29 [DETECT] inference took 0.23s
11:08:29 [DETECT] inference took 0.20s
11:08:30 [DETECT] inference took 0.22s
11:08:30 [DETECT] inference took 0.20s
11:08:31 [DETECT] inference took 0.23s
11:08:31 [DETECT] inference took 0.20s
11:08:32 [DETECT] inference took 0.23s
11:08:32 [DETECT] inference took 0.20s
11:08:33 [DETECT] inference took 0.23s
11:08:33 [DETECT] inference took 0.20s
11:08:34 [DETECT] inference took 0.28s
11:08:35 [DETECT] inference took 0.31s
11:08:35 [DETECT] inference took 0.28s
11:08:36 [DETECT] inference took 0.31s
11:08:36 [DETECT] inference took 0.25s
11:08:37 [DETECT] inference took 0.33s
11:08:37 [DETECT] inference took 0.27s
11:08:38 [DETECT] inference took 0.30s
11:08:38 [DETECT] inference took 0.25s
11:08:39 [DETECT] inference took 0.31s
11:08:39 [DETECT] inference took 0.27s
11:08:40 [DETECT] inference took 0.31s
11:08:41 [DETECT] inference took 0.30s
11:08:41 [DETECT] inference took 0.41s
11:08:41 [DETECT] inference took 0.27s
11:08:42 [DETECT] inference took 0.33s
11:08:43 [DETECT] inference took 0.30s
11:08:43 [DETECT] inference took 0.31s
11:08:43 [DETECT] inference took 0.27s
11:08:44 [DETECT] inference took 0.33s
11:08:44 [DETECT] inference took 0.27s
11:08:45 [DETECT] inference took 0.30s
11:08:46 [DETECT] inference took 0.30s
11:08:46 [DETECT] inference took 0.31s
11:08:46 [DETECT] inference took 0.25s
11:08:47 [DETECT] inference took 0.33s
11:08:47 [DETECT] inference took 0.27s
11:08:48 [DETECT] inference took 0.30s
11:08:48 [DETECT] inference took 0.28s
11:08:49 [DETECT] inference took 0.20s
11:08:50 [DETECT] inference took 0.23s
11:08:50 [DETECT] inference took 0.22s
11:08:51 [DETECT] inference took 0.23s
11:08:51 [DETECT] inference took 0.20s
11:08:52 [DETECT] inference took 0.25s
11:08:52 [DETECT] inference took 0.28s
11:08:53 [DETECT] inference took 0.31s
11:08:53 [DETECT] inference took 0.27s
11:08:54 [DETECT] inference took 0.31s
11:08:55 [DETECT] inference took 0.30s
11:08:55 [DETECT] inference took 0.38s
11:08:56 [DETECT] inference took 0.31s
11:08:56 [DETECT] inference took 0.33s
11:08:56 [DETECT] inference took 0.27s
11:08:57 [DETECT] inference took 0.28s
11:08:58 [DETECT] inference took 0.31s
11:08:58 [DETECT] inference took 0.20s
11:08:59 [DETECT] inference took 0.23s
11:08:59 [DETECT] inference took 0.20s
11:09:00 [DETECT] inference took 0.25s
11:09:00 [DETECT] inference took 0.22s
11:09:01 [DETECT] inference took 0.25s
11:09:01 [DETECT] inference took 0.22s
11:09:02 [DETECT] inference took 0.25s
11:09:02 [DETECT] inference took 0.22s
11:09:03 [DETECT] inference took 0.22s
11:09:03 [DETECT] inference took 0.22s
11:09:04 [DETECT] inference took 0.23s
11:09:04 [DETECT] inference took 0.20s
11:09:05 [DETECT] inference took 0.22s
11:09:05 [DETECT] inference took 0.20s
11:09:06 [DETECT] inference took 0.23s
11:09:06 [DETECT] inference took 0.27s
11:09:07 [DETECT] inference took 0.30s
11:09:07 [DETECT] inference took 0.25s
11:09:08 [DETECT] inference took 0.30s
11:09:08 [DETECT] inference took 0.28s
11:09:09 [DETECT] inference took 0.30s
11:09:09 [DETECT] inference took 0.25s
11:09:10 [DETECT] inference took 0.30s
11:09:10 [DETECT] inference took 0.27s
11:09:11 [DETECT] inference took 0.28s
11:09:11 [DETECT] inference took 0.28s
11:09:12 [DETECT] inference took 0.27s
11:09:13 [DETECT] inference took 0.30s
11:09:13 [DETECT] inference took 0.20s
11:09:14 [DETECT] inference took 0.22s
11:09:14 [DETECT] inference took 0.20s
11:09:15 [DETECT] inference took 0.23s
11:09:15 [DETECT] inference took 0.23s
11:09:16 [DETECT] inference took 0.25s
11:09:16 [DETECT] inference took 0.22s
11:09:17 [DETECT] inference took 0.23s
11:09:17 [DETECT] inference took 0.27s
11:09:18 [DETECT] inference took 0.30s
11:09:18 [DETECT] inference took 0.28s
11:09:19 [DETECT] inference took 0.28s
11:09:20 [DETECT] inference took 0.30s
11:09:21 [DETECT] inference took 0.30s
11:09:21 [DETECT] inference took 0.33s
11:09:22 [DETECT] inference took 0.45s
11:09:22 [DETECT] inference took 0.44s
11:09:23 [DETECT] inference took 0.38s
11:09:23 [DETECT] inference took 0.42s
11:09:24 [DETECT] inference took 0.34s
11:09:24 [DETECT] inference took 0.42s
11:09:25 [DETECT] inference took 0.36s
11:09:26 [DETECT] inference took 0.33s
11:09:26 [DETECT] inference took 0.41s
11:09:27 [DETECT] inference took 0.38s
11:09:27 [DETECT] inference took 0.47s
11:09:28 [DETECT] inference took 0.36s
11:09:29 [DETECT] inference took 0.33s
11:09:30 [DETECT] inference took 0.34s
11:09:31 [DETECT] inference took 0.31s
11:09:32 [DETECT] inference took 0.38s
11:09:33 [DETECT] inference took 0.38s
11:09:34 [DETECT] inference took 0.38s
11:09:35 [DETECT] inference took 0.38s
11:09:36 [DETECT] inference took 0.34s
11:09:37 [DETECT] inference took 0.31s
11:09:37 [DETECT] inference took 0.39s
11:09:38 [DETECT] inference took 0.33s
11:09:39 [DETECT] inference took 0.34s
11:09:39 [DETECT] inference took 0.47s
11:09:40 [DETECT] inference took 0.47s
11:09:41 [DETECT] inference took 0.31s
11:09:42 [DETECT] inference took 0.33s
11:09:43 [DETECT] inference took 0.30s
11:09:44 [DETECT] inference took 0.31s
11:09:45 [DETECT] inference took 0.33s
11:09:46 [DETECT] inference took 0.30s
11:09:46 [DETECT] inference took 0.28s
11:09:48 [DETECT] inference took 0.31s
11:09:49 [DETECT] inference took 0.31s
11:09:49 [DETECT] inference took 0.22s
11:09:51 [DETECT] inference took 0.33s
11:09:52 [DETECT] inference took 0.30s
11:09:53 [DETECT] inference took 0.30s
11:09:54 [DETECT] inference took 0.34s
11:09:55 [DETECT] inference took 0.36s
11:09:56 [DETECT] inference took 0.33s
11:09:57 [DETECT] inference took 0.38s
11:09:57 [DETECT] inference took 0.22s
11:09:58 [DETECT] inference took 0.28s
11:10:00 [DETECT] inference took 0.33s
11:10:01 [DETECT] inference took 0.33s
11:10:02 [DETECT] inference took 0.31s
11:10:03 [DETECT] inference took 0.33s
11:10:04 [DETECT] inference took 0.34s
11:10:05 [DETECT] inference took 0.39s
11:10:06 [DETECT] inference took 0.34s
11:10:07 [DETECT] inference took 0.28s
11:10:08 [DETECT] inference took 0.33s
11:10:09 [DETECT] inference took 0.30s
11:10:10 [DETECT] inference took 0.28s
11:10:11 [DETECT] inference took 0.28s
11:10:12 [DETECT] inference took 0.28s
11:10:13 [DETECT] inference took 0.28s
11:10:14 [DETECT] inference took 0.34s
11:10:15 [DETECT] inference took 0.30s
11:10:16 [DETECT] inference took 0.31s
11:10:17 [DETECT] inference took 0.30s
11:10:18 [DETECT] inference took 0.30s
11:10:19 [DETECT] inference took 0.30s
11:10:20 [DETECT] inference took 0.27s
11:10:21 [DETECT] inference took 0.31s
11:10:22 [DETECT] inference took 0.27s
11:10:23 [DETECT] inference took 0.28s
11:10:23 [DETECT] inference took 0.22s
11:10:24 [DETECT] inference took 0.22s
11:10:25 [DETECT] inference took 0.20s
11:10:26 [DETECT] inference took 0.20s
11:10:27 [DETECT] inference took 0.20s
11:10:28 [DETECT] inference took 0.22s
11:10:30 [DETECT] inference took 0.44s
11:10:31 [DETECT] inference took 0.27s
11:10:32 [DETECT] inference took 0.27s
11:10:33 [DETECT] inference took 0.33s
11:10:34 [DETECT] inference took 0.31s
11:10:35 [DETECT] inference took 0.28s
11:10:36 [DETECT] inference took 0.27s
11:10:37 [DETECT] inference took 0.30s
11:10:38 [DETECT] inference took 0.28s
11:10:39 [DETECT] inference took 0.47s
11:10:40 [DETECT] inference took 0.31s
11:10:41 [DETECT] inference took 0.31s
11:10:42 [DETECT] inference took 0.28s
11:10:43 [DETECT] inference took 0.28s
11:10:44 [DETECT] inference took 0.28s
11:10:45 [DETECT] inference took 0.28s
11:10:46 [DETECT] inference took 0.39s
11:10:47 [DETECT] inference took 0.28s
11:10:48 [DETECT] inference took 0.30s
11:10:49 [DETECT] inference took 0.30s
11:10:50 [DETECT] inference took 0.28s
11:10:51 [DETECT] inference took 0.62s
11:10:52 [DETECT] inference took 0.28s
11:10:53 [DETECT] inference took 0.25s
11:10:54 [DETECT] inference took 0.28s
11:10:54 [DETECT] inference took 0.19s
11:10:55 [DETECT] inference took 0.20s
11:10:56 [DETECT] inference took 0.20s
11:10:57 [DETECT] inference took 0.20s
11:10:58 [DETECT] inference took 0.20s
11:10:59 [DETECT] inference took 0.20s
11:11:00 [DETECT] inference took 0.20s
11:11:01 [DETECT] inference took 0.20s
11:11:02 [DETECT] inference took 0.20s
11:11:03 [DETECT] inference took 0.20s
11:11:04 [DETECT] inference took 0.19s
11:11:05 [DETECT] inference took 0.20s
11:11:06 [DETECT] inference took 0.22s
11:11:07 [DETECT] inference took 0.19s
11:11:08 [DETECT] inference took 0.20s
11:11:09 [DETECT] inference took 0.20s
11:11:10 [DETECT] inference took 0.20s
11:11:12 [DETECT] inference took 0.34s
11:11:13 [DETECT] inference took 0.22s
11:11:13 [DETECT] inference took 0.19s
11:11:15 [DETECT] inference took 0.20s
11:11:15 [DETECT] inference took 0.20s
11:11:17 [DETECT] inference took 0.33s
11:11:17 [DETECT] inference took 0.20s
11:11:18 [DETECT] inference took 0.20s
11:11:19 [DETECT] inference took 0.20s
11:11:21 [DETECT] inference took 0.20s
11:11:22 [DETECT] inference took 0.20s
11:11:23 [DETECT] inference took 0.20s
11:11:24 [DETECT] inference took 0.20s
11:11:25 [DETECT] inference took 0.20s
11:11:26 [DETECT] inference took 0.19s
11:11:27 [DETECT] inference took 0.20s
11:11:28 [DETECT] inference took 0.23s
11:11:29 [DETECT] inference took 0.22s
11:11:30 [DETECT] inference took 0.23s
11:11:31 [DETECT] inference took 0.22s
11:11:32 [DETECT] inference took 0.22s
11:11:33 [DETECT] inference took 0.22s
11:11:34 [DETECT] inference took 0.22s
11:11:35 [DETECT] inference took 0.20s
11:11:36 [DETECT] inference took 0.22s
11:11:37 [DETECT] inference took 0.22s
11:11:37 [AUTONOMY] scan -> waypoint 0 pan=-1.00 tilt=-0.11 speed=0.60
11:11:38 [DETECT] inference took 0.31s
11:11:39 [DETECT] inference took 0.30s
11:11:39 [AUTONOMY] waypoint 0 reached after 1.7s (arrived=True)
11:11:40 [DETECT] inference took 0.23s
11:11:40 [AUTONOMY] scan -> waypoint 1 pan=1.00 tilt=-0.11 speed=0.60
11:11:40 [AUTONOMY] waypoint 1 reached after 0.4s (arrived=True)
11:11:41 [DETECT] inference took 0.27s
11:11:42 [AUTONOMY] scan -> waypoint 2 pan=1.00 tilt=0.20 speed=0.60
11:11:42 [DETECT] inference took 0.30s
11:11:42 [AUTONOMY] waypoint 2 reached after 0.8s (arrived=True)
11:11:43 [DETECT] inference took 0.31s
11:11:44 [AUTONOMY] scan -> waypoint 3 pan=-1.00 tilt=0.20 speed=0.60
11:11:44 [DETECT] inference took 0.30s
11:11:44 [AUTONOMY] waypoint 3 reached after 0.4s (arrived=True)
11:11:45 [DETECT] inference took 0.31s
11:11:45 [DETECT] inference took 0.38s
11:11:45 [AUTONOMY] investigating (candidate confidence=0.58)
11:11:46 [DETECT] inference took 0.30s
11:11:46 [DETECT] inference took 0.38s
